state,sex,age_band,year,sheet,metric,value
New South Wales,Female,18-21,2019,Substance use,12-month prevalence %,3.67
New South Wales,Female,18-21,2019,Substance use,lifetime prevalence %,7.63
New South Wales,Female,18-21,2020,Anxiety,12-month prevalence %,17.4
New South Wales,Female,18-21,2020,Anxiety,lifetime prevalence %,30.15
New South Wales,Female,18-21,2020,Depression,12-month prevalence %,12.04
New South Wales,Female,18-21,2020,Depression,lifetime prevalence %,20.05
New South Wales,Female,18-21,2020,ADHD,12-month prevalence %,7.02
New South Wales,Female,18-21,2020,ADHD,lifetime prevalence %,12.41
New South Wales,Female,18-21,2020,Substance use,12-month prevalence %,4.43
New South Wales,Female,18-21,2020,Substance use,lifetime prevalence %,8.71
New South Wales,Female,18-21,2021,Anxiety,12-month prevalence %,14.71
New South Wales,Female,18-21,2021,Anxiety,lifetime prevalence %,26.1
New South Wales,Female,18-21,2021,Depression,12-month prevalence %,11.1
New South Wales,Female,18-21,2021,Depression,lifetime prevalence %,17.81
New South Wales,Female,18-21,2021,ADHD,12-month prevalence %,6.22
New South Wales,Female,18-21,2021,ADHD,lifetime prevalence %,9.87
New South Wales,Female,18-21,2021,Substance use,12-month prevalence %,5.08
New South Wales,Female,18-21,2021,Substance use,lifetime prevalence %,9.54
New South Wales,Female,18-21,2022,Anxiety,12-month prevalence %,17.03
New South Wales,Female,18-21,2022,Anxiety,lifetime prevalence %,28.37
New South Wales,Female,18-21,2022,Depression,12-month prevalence %,10.74
New South Wales,Female,18-21,2022,Depression,lifetime prevalence %,17.84
New South Wales,Female,18-21,2022,ADHD,12-month prevalence %,7.62
New South Wales,Female,18-21,2022,ADHD,lifetime prevalence %,11.94
New South Wales,Female,18-21,2022,Substance use,12-month prevalence %,4.47
New South Wales,Female,18-21,2022,Substance use,lifetime prevalence %,7.21
New South Wales,Female,18-21,2023,Anxiety,12-month prevalence %,17.17
New South Wales,Female,18-21,2023,Anxiety,lifetime prevalence %,29.62
New South Wales,Female,18-21,2023,Depression,12-month prevalence %,10.45
New South Wales,Female,18-21,2023,Depression,lifetime prevalence %,17.19
New South Wales,Female,18-21,2023,ADHD,12-month prevalence %,7.98
New South Wales,Female,18-21,2023,ADHD,lifetime prevalence %,14.73
New South Wales,Female,18-21,2023,Substance use,12-month prevalence %,4.44
New South Wales,Female,18-21,2023,Substance use,lifetime prevalence %,8.53
New South Wales,Female,18-21,2024,Anxiety,12-month prevalence %,14.06
New South Wales,Female,18-21,2024,Anxiety,lifetime prevalence %,23.62
New South Wales,Female,18-21,2024,Depression,12-month prevalence %,12.58
New South Wales,Female,18-21,2024,Depression,lifetime prevalence %,19.97
New South Wales,Female,18-21,2024,ADHD,12-month prevalence %,7.26
New South Wales,Female,18-21,2024,ADHD,lifetime prevalence %,13.4
New South Wales,Female,18-21,2024,Substance use,12-month prevalence %,3.96
New South Wales,Female,18-21,2024,Substance use,lifetime prevalence %,5.27
New South Wales,Female,22-24,2019,Anxiety,12-month prevalence %,13.99
New South Wales,Female,22-24,2019,Anxiety,lifetime prevalence %,24.26
New South Wales,Female,22-24,2019,Depression,12-month prevalence %,9.18
New South Wales,Female,22-24,2019,Depression,lifetime prevalence %,15.09
New South Wales,Female,22-24,2019,ADHD,12-month prevalence %,5.74
New South Wales,Female,22-24,2019,ADHD,lifetime prevalence %,8.51
New South Wales,Female,22-24,2019,Substance use,12-month prevalence %,4.07
New South Wales,Female,22-24,2019,Substance use,lifetime prevalence %,6.06
New South Wales,Female,22-24,2020,Anxiety,12-month prevalence %,14.58
New South Wales,Female,22-24,2020,Anxiety,lifetime prevalence %,25.24
New South Wales,Female,22-24,2020,Depression,12-month prevalence %,8.68
New South Wales,Female,22-24,2020,Depression,lifetime prevalence %,15.5
New South Wales,Female,22-24,2020,ADHD,12-month prevalence %,5.3
New South Wales,Female,22-24,2020,ADHD,lifetime prevalence %,9.48
New South Wales,Female,22-24,2020,Substance use,12-month prevalence %,3.17
New South Wales,Female,22-24,2020,Substance use,lifetime prevalence %,5.63
New South Wales,Female,22-24,2021,Anxiety,12-month prevalence %,13.02
New South Wales,Female,22-24,2021,Anxiety,lifetime prevalence %,22.21
New South Wales,Female,22-24,2021,Depression,12-month prevalence %,11.03
New South Wales,Female,22-24,2021,Depression,lifetime prevalence %,19.47
New South Wales,Female,22-24,2021,ADHD,12-month prevalence %,5.08
New South Wales,Female,22-24,2021,ADHD,lifetime prevalence %,7.63
New South Wales,Female,22-24,2021,Substance use,12-month prevalence %,4.39
New South Wales,Female,22-24,2021,Substance use,lifetime prevalence %,7.28
New South Wales,Female,22-24,2022,Anxiety,12-month prevalence %,14.82
New South Wales,Female,22-24,2022,Anxiety,lifetime prevalence %,25.35
New South Wales,Female,22-24,2022,Depression,12-month prevalence %,11.12
New South Wales,Female,22-24,2022,Depression,lifetime prevalence %,17.62
New South Wales,Female,22-24,2022,ADHD,12-month prevalence %,6.08
New South Wales,Female,22-24,2022,ADHD,lifetime prevalence %,11.09
New South Wales,Female,22-24,2022,Substance use,12-month prevalence %,3.63
New South Wales,Female,22-24,2022,Substance use,lifetime prevalence %,6.82
New South Wales,Female,22-24,2023,Anxiety,12-month prevalence %,14.87
New South Wales,Female,22-24,2023,Anxiety,lifetime prevalence %,26.22
New South Wales,Female,22-24,2023,Depression,12-month prevalence %,9.05
New South Wales,Female,22-24,2023,Depression,lifetime prevalence %,16.61
New South Wales,Female,22-24,2023,ADHD,12-month prevalence %,6.26
New South Wales,Female,22-24,2023,ADHD,lifetime prevalence %,9.69
New South Wales,Female,22-24,2023,Substance use,12-month prevalence %,4.13
New South Wales,Female,22-24,2023,Substance use,lifetime prevalence %,6.28
New South Wales,Female,22-24,2024,Anxiety,12-month prevalence %,12.48
New South Wales,Female,22-24,2024,Anxiety,lifetime prevalence %,20.96
New South Wales,Female,22-24,2024,Depression,12-month prevalence %,10.14
New South Wales,Female,22-24,2024,Depression,lifetime prevalence %,16.26
New South Wales,Female,22-24,2024,ADHD,12-month prevalence %,6.84
New South Wales,Female,22-24,2024,ADHD,lifetime prevalence %,12.59
New South Wales,Female,22-24,2024,Substance use,12-month prevalence %,3.48
New South Wales,Female,22-24,2024,Substance use,lifetime prevalence %,7.33
Victoria,Male,5-11 (Primary),2019,Anxiety,12-month prevalence %,5.3
Victoria,Male,5-11 (Primary),2019,Anxiety,lifetime prevalence %,7.88
Victoria,Male,5-11 (Primary),2019,Depression,12-month prevalence %,5.26
Victoria,Male,5-11 (Primary),2019,Depression,lifetime prevalence %,8.17
Victoria,Male,5-11 (Primary),2019,ADHD,12-month prevalence %,3.49
Victoria,Male,5-11 (Primary),2019,ADHD,lifetime prevalence %,4.5
Victoria,Male,5-11 (Primary),2019,Substance use,12-month prevalence %,2.25
Victoria,Male,5-11 (Primary),2019,Substance use,lifetime prevalence %,2.55
Victoria,Male,5-11 (Primary),2020,Anxiety,12-month prevalence %,6.61
Victoria,Male,5-11 (Primary),2020,Anxiety,lifetime prevalence %,9.76
Victoria,Male,5-11 (Primary),2020,Depression,12-month prevalence %,4.69
Victoria,Male,5-11 (Primary),2020,Depression,lifetime prevalence %,9.13
Victoria,Male,5-11 (Primary),2020,ADHD,12-month prevalence %,3.99
Victoria,Male,5-11 (Primary),2020,ADHD,lifetime prevalence %,6.27
Victoria,Male,5-11 (Primary),2020,Substance use,12-month prevalence %,2.06
Victoria,Male,5-11 (Primary),2020,Substance use,lifetime prevalence %,4.86
Victoria,Male,5-11 (Primary),2021,Anxiety,12-month prevalence %,5.21
Victoria,Male,5-11 (Primary),2021,Anxiety,lifetime prevalence %,8.86
Victoria,Male,5-11 (Primary),2021,Depression,12-month prevalence %,4.57
Victoria,Male,5-11 (Primary),2021,Depression,lifetime prevalence %,8.58
Victoria,Male,5-11 (Primary),2021,ADHD,12-month prevalence %,4.03
Victoria,Male,5-11 (Primary),2021,ADHD,lifetime prevalence %,8.17
Victoria,Male,5-11 (Primary),2021,Substance use,12-month prevalence %,2.79
Victoria,Male,5-11 (Primary),2021,Substance use,lifetime prevalence %,5.42
Victoria,Male,5-11 (Primary),2022,Anxiety,12-month prevalence %,6.25
Victoria,Male,5-11 (Primary),2022,Anxiety,lifetime prevalence %,10.73
Victoria,Male,5-11 (Primary),2022,Depression,12-month prevalence %,5.52
Victoria,Male,5-11 (Primary),2022,Depression,lifetime prevalence %,10.09
Victoria,Male,5-11 (Primary),2022,ADHD,12-month prevalence %,4.25
Victoria,Male,5-11 (Primary),2022,ADHD,lifetime prevalence %,8.54
Victoria,Male,5-11 (Primary),2022,Substance use,12-month prevalence %,2.29
Victoria,Male,5-11 (Primary),2022,Substance use,lifetime prevalence %,4.88
Victoria,Male,5-11 (Primary),2023,Anxiety,12-month prevalence %,6.88
Victoria,Male,5-11 (Primary),2023,Anxiety,lifetime prevalence %,11.35
Victoria,Male,5-11 (Primary),2023,Depression,12-month prevalence %,5.24
Victoria,Male,5-11 (Primary),2023,Depression,lifetime prevalence %,7.73
Victoria,Male,5-11 (Primary),2023,ADHD,12-month prevalence %,3.22
Victoria,Male,5-11 (Primary),2023,ADHD,lifetime prevalence %,6.6
Victoria,Male,5-11 (Primary),2023,Substance use,12-month prevalence %,2.81
Victoria,Male,5-11 (Primary),2023,Substance use,lifetime prevalence %,4.58
Victoria,Male,5-11 (Primary),2024,Anxiety,12-month prevalence %,6.05
Victoria,Male,5-11 (Primary),2024,Anxiety,lifetime prevalence %,9.47
Victoria,Male,5-11 (Primary),2024,Depression,12-month prevalence %,5.55
Victoria,Male,5-11 (Primary),2024,Depression,lifetime prevalence %,8.72
Victoria,Male,5-11 (Primary),2024,ADHD,12-month prevalence %,4.11
Victoria,Male,5-11 (Primary),2024,ADHD,lifetime prevalence %,7.93
Victoria,Male,5-11 (Primary),2024,Substance use,12-month prevalence %,2.36
Victoria,Male,5-11 (Primary),2024,Substance use,lifetime prevalence %,5.39
Victoria,Male,12-14,2019,Anxiety,12-month prevalence %,8.99
Victoria,Male,12-14,2019,Anxiety,lifetime prevalence %,16.11
Victoria,Male,12-14,2019,Depression,12-month prevalence %,6.46
Victoria,Male,12-14,2019,Depression,lifetime prevalence %,10.93
Victoria,Male,12-14,2019,ADHD,12-month prevalence %,6.27
Victoria,Male,12-14,2019,ADHD,lifetime prevalence %,9.92
Victoria,Male,12-14,2019,Substance use,12-month prevalence %,4.03
Victoria,Male,12-14,2019,Substance use,lifetime prevalence %,8.17
Victoria,Male,12-14,2020,Anxiety,12-month prevalence %,8.73
Victoria,Male,12-14,2020,Anxiety,lifetime prevalence %,14.82
Victoria,Male,12-14,2020,Depression,12-month prevalence %,5.95
Victoria,Male,12-14,2020,Depression,lifetime prevalence %,9.83
Victoria,Male,12-14,2020,ADHD,12-month prevalence %,6.06
Victoria,Male,12-14,2020,ADHD,lifetime prevalence %,9.29
Victoria,Male,12-14,2020,Substance use,12-month prevalence %,4.22
Victoria,Male,12-14,2020,Substance use,lifetime prevalence %,6.2
Victoria,Male,12-14,2021,Anxiety,12-month prevalence %,9.47
Victoria,Male,12-14,2021,Anxiety,lifetime prevalence %,14.63
Victoria,Male,12-14,2021,Depression,12-month prevalence %,6.68
Victoria,Male,12-14,2021,Depression,lifetime prevalence %,12.27
Victoria,Male,12-14,2021,ADHD,12-month prevalence %,5.66
Victoria,Male,12-14,2021,ADHD,lifetime prevalence %,10.69
Victoria,Male,12-14,2021,Substance use,12-month prevalence %,4.01
Victoria,Male,12-14,2021,Substance use,lifetime prevalence %,6.62
Victoria,Male,12-14,2022,Anxiety,12-month prevalence %,8.28
Victoria,Male,12-14,2022,Anxiety,lifetime prevalence %,15.0
Victoria,Male,12-14,2022,Depression,12-month prevalence %,8.29
Victoria,Male,12-14,2022,Depression,lifetime prevalence %,13.32
Victoria,Male,12-14,2022,ADHD,12-month prevalence %,4.96
Victoria,Male,12-14,2022,ADHD,lifetime prevalence %,9.47
Victoria,Male,12-14,2022,Substance use,12-month prevalence %,3.74
Victoria,Male,12-14,2022,Substance use,lifetime prevalence %,5.64
Victoria,Male,12-14,2023,Anxiety,12-month prevalence %,8.34
Victoria,Male,12-14,2023,Anxiety,lifetime prevalence %,14.17
Victoria,Male,12-14,2023,Depression,12-month prevalence %,8.31
Victoria,Male,12-14,2023,Depression,lifetime prevalence %,13.13
Victoria,Male,12-14,2023,ADHD,12-month prevalence %,6.32
Victoria,Male,12-14,2023,ADHD,lifetime prevalence %,10.0
Victoria,Male,12-14,2023,Substance use,12-month prevalence %,3.72
Victoria,Male,12-14,2023,Substance use,lifetime prevalence %,6.16
Victoria,Male,12-14,2024,Anxiety,12-month prevalence %,9.68
Victoria,Male,12-14,2024,Anxiety,lifetime prevalence %,15.36
Victoria,Male,12-14,2024,Depression,12-month prevalence %,8.14
Victoria,Male,12-14,2024,Depression,lifetime prevalence %,15.29
Victoria,Male,12-14,2024,ADHD,12-month prevalence %,5.84
Victoria,Male,12-14,2024,ADHD,lifetime prevalence %,9.64
Victoria,Male,12-14,2024,Substance use,12-month prevalence %,3.98
Victoria,Male,12-14,2024,Substance use,lifetime prevalence %,5.77
Victoria,Male,15-17,2019,Anxiety,12-month prevalence %,10.65
Victoria,Male,15-17,2019,Anxiety,lifetime prevalence %,18.75
Victoria,Male,15-17,2019,Depression,12-month prevalence %,9.76
Victoria,Male,15-17,2019,Depression,lifetime prevalence %,16.99
Victoria,Male,15-17,2019,ADHD,12-month prevalence %,6.48
Victoria,Male,15-17,2019,ADHD,lifetime prevalence %,12.11
Victoria,Male,15-17,2019,Substance use,12-month prevalence %,5.09
Victoria,Male,15-17,2019,Substance use,lifetime prevalence %,7.49
Victoria,Male,15-17,2020,Anxiety,12-month prevalence %,13.33
Victoria,Male,15-17,2020,Anxiety,lifetime prevalence %,24.1
Victoria,Male,15-17,2020,Depression,12-month prevalence %,8.76
Victoria,Male,15-17,2020,Depression,lifetime prevalence %,16.22
Victoria,Male,15-17,2020,ADHD,12-month prevalence %,9.09
Victoria,Male,15-17,2020,ADHD,lifetime prevalence %,16.48
Victoria,Male,15-17,2020,Substance use,12-month prevalence %,4.78
Victoria,Male,15-17,2020,Substance use,lifetime prevalence %,7.96
Victoria,Male,15-17,2021,Anxiety,12-month prevalence %,11.97
Victoria,Male,15-17,2021,Anxiety,lifetime prevalence %,21.21
Victoria,Male,15-17,2021,Depression,12-month prevalence %,8.39
Victoria,Male,15-17,2021,Depression,lifetime prevalence %,14.36
Victoria,Male,15-17,2021,ADHD,12-month prevalence %,7.93
Victoria,Male,15-17,2021,ADHD,lifetime prevalence %,14.77
Victoria,Male,15-17,2021,Substance use,12-month prevalence %,5.51
Victoria,Male,15-17,2021,Substance use,lifetime prevalence %,9.32
Victoria,Male,15-17,2022,Anxiety,12-month prevalence %,13.05
Victoria,Male,15-17,2022,Anxiety,lifetime prevalence %,22.81
Victoria,Male,15-17,2022,Depression,12-month prevalence %,9.75
Victoria,Male,15-17,2022,Depression,lifetime prevalence %,15.93
Victoria,Male,15-17,2022,ADHD,12-month prevalence %,6.84
Victoria,Male,15-17,2022,ADHD,lifetime prevalence %,11.82
Victoria,Male,15-17,2022,Substance use,12-month prevalence %,4.69
Victoria,Male,15-17,2022,Substance use,lifetime prevalence %,7.28
Victoria,Male,15-17,2023,Anxiety,12-month prevalence %,11.89
Victoria,Male,15-17,2023,Anxiety,lifetime prevalence %,18.84
Victoria,Male,15-17,2023,Depression,12-month prevalence %,9.79
Victoria,Male,15-17,2023,Depression,lifetime prevalence %,15.37
Victoria,Male,15-17,2023,ADHD,12-month prevalence %,6.69
Victoria,Male,15-17,2023,ADHD,lifetime prevalence %,12.19
Victoria,Male,15-17,2023,Substance use,12-month prevalence %,4.12
Victoria,Male,15-17,2023,Substance use,lifetime prevalence %,7.6
Victoria,Male,15-17,2024,Anxiety,12-month prevalence %,12.55
Victoria,Male,15-17,2024,Anxiety,lifetime prevalence %,20.56
Victoria,Male,15-17,2024,Depression,12-month prevalence %,9.85
Victoria,Male,15-17,2024,Depression,lifetime prevalence %,16.81
Victoria,Male,15-17,2024,ADHD,12-month prevalence %,8.95
Victoria,Male,15-17,2024,ADHD,lifetime prevalence %,16.61
Victoria,Male,15-17,2024,Substance use,12-month prevalence %,4.74
Victoria,Male,15-17,2024,Substance use,lifetime prevalence %,7.65
Victoria,Male,18-21,2019,Anxiety,12-month prevalence %,14.07
Victoria,Male,18-21,2019,Anxiety,lifetime prevalence %,22.76
Victoria,Male,18-21,2019,Depression,12-month prevalence %,10.5
Victoria,Male,18-21,2019,Depression,lifetime prevalence %,16.65
Victoria,Male,18-21,2019,ADHD,12-month prevalence %,7.77
Victoria,Male,18-21,2019,ADHD,lifetime prevalence %,13.98
Victoria,Male,18-21,2019,Substance use,12-month prevalence %,5.71
Victoria,Male,18-21,2019,Substance use,lifetime prevalence %,9.64
Victoria,Male,18-21,2020,Anxiety,12-month prevalence %,15.93
Victoria,Male,18-21,2020,Anxiety,lifetime prevalence %,26.04
Victoria,Male,18-21,2020,Depression,12-month prevalence %,9.7
Victoria,Male,18-21,2020,Depression,lifetime prevalence %,16.77
Victoria,Male,18-21,2020,ADHD,12-month prevalence %,8.29
Victoria,Male,18-21,2020,ADHD,lifetime prevalence %,14.54
Victoria,Male,18-21,2020,Substance use,12-month prevalence %,4.43
Victoria,Male,18-21,2020,Substance use,lifetime prevalence %,8.19
Victoria,Male,18-21,2021,Anxiety,12-month prevalence %,11.99
Victoria,Male,18-21,2021,Anxiety,lifetime prevalence %,19.69
Victoria,Male,18-21,2021,Depression,12-month prevalence %,9.2
Victoria,Male,18-21,2021,Depression,lifetime prevalence %,16.3
Victoria,Male,18-21,2021,ADHD,12-month prevalence %,7.05
